creator_id,ticker,market,action,direction,conviction,call_date,entry_date,primary_horizon,used_symbol,in_universe,entry_price,stock_return,benchmark_return,alpha,signed_return,hit,scored,score_error,price_target,horizon,source_url,quote
akshat-shrivastava,META,us,buy,up,high,2026-06-17,2026-06-17,1y,META,True,567.58,0.017,0.0104,0.0066,0.017,True,True,,,1y,https://www.youtube.com/watch?v=3FEgTFkb4Wo,"I genuinely feel that companies like Amazon, Google, Meta, Microsoft, they will all grow at least double in value 100% over the next 5 years from this current levels. Okay. Uh this is something that I am also betting on."
akshat-shrivastava,MSFT,us,buy,up,high,2026-06-17,2026-06-17,1y,MSFT,True,378.91,0.0013,0.0104,-0.0091,0.0013,False,True,,,1y,https://www.youtube.com/watch?v=3FEgTFkb4Wo,"I genuinely feel that companies like Amazon, Google, Meta, Microsoft, they will all grow at least double in value 100% over the next 5 years from this current levels. Okay. Uh this is something that I am also betting on."
akshat-shrivastava,GOLD,india,hold-avoid,neutral,med,2025-11-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=3Poz4UiiCHI,So will I touch gold short answer is no not right now I will not bulp by it... the chart indicates that we are somewhere here. So is this a great time to buy gold? The short answer according to me is a no.
akshat-shrivastava,SILVER,india,buy,up,low,2025-11-20,2025-11-20,3m,SILVER.NS,False,154.28,0.5746,-0.0282,0.6028,0.5746,True,True,,,3m,https://www.youtube.com/watch?v=3Poz4UiiCHI,silver again same it it's working exactly similar as gold. So in case I see a 20% odd dip then I will buy it in bulk. Maybe for a trade maybe for long-term investing I don't know.
akshat-shrivastava,NIFTY,india,buy,up,med,2025-11-20,,,,,,,,,,,False,no price data,28500,6m,https://www.youtube.com/watch?v=3Poz4UiiCHI,"this technical target of 28,500 roughly we are at 26k. So this becomes like roughly a 10% odd gain. So if you're okay capturing this 10% gain then yes go ahead invest... I have put in a significant amount of capital on nifty50 I'll make my 10% cut it."
akshat-shrivastava,NIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=3V6i73NCWsc,"if you take a look at this chart... on a midterm basis, there is an upside of 7.06%. Now, if you're very excited about this, you can possibly build some positions now."
akshat-shrivastava,GOOGL,us,buy,up,high,2025-06-20,2025-06-20,1y,GOOGL,True,166.2652,1.2135,0.2672,0.9463,1.2135,True,True,,,1y,https://www.youtube.com/watch?v=3V6i73NCWsc,companies like Google. Okay. So why Google?... 10-year profit growth rate for Google was 20%... these are prime candidates for buying on a long-term basis... these are exactly the type of companies that you should buy and forget.
akshat-shrivastava,GOOGL,us,buy,up,high,2025-07-20,2025-07-21,1y,GOOGL,True,189.6725,0.9403,0.1977,0.7427,0.9403,True,True,,,1y,https://www.youtube.com/watch?v=VTGi9fmbhiY,"I'm buying and adding this stock. It's a monopoly stock. It's a well-moated company. It is likely to do well in the future. On a mid-frame basis, long frame basis, this is a gold mine."
akshat-shrivastava,ASML,us,buy,up,high,2025-07-20,2025-07-21,1y,ASML,False,714.0841,1.7023,0.1977,1.5046,1.7023,True,True,,,1y,https://www.youtube.com/watch?v=VTGi9fmbhiY,There is a very high possibility that this stock might hit another all-time high maybe in another 1 and a half two years. Even if it just hits its all-time high you're looking at a CAGR of 20% plus.
akshat-shrivastava,DUOL,us,buy,up,med,2025-07-20,2025-07-21,1y,DUOL,False,355.85,-0.6472,0.1977,-0.8448,-0.6472,False,True,,,1y,https://www.youtube.com/watch?v=VTGi9fmbhiY,I've just started to build more position. Dolingo is very much on path to becoming like an all-encompassing learning/education app which will benefit from the AI revolution.
akshat-shrivastava,SOXX,us,buy,up,med,2025-07-20,2025-07-21,1y,SOXX,False,245.803,1.6015,0.1977,1.4038,1.6015,True,True,,,1y,https://www.youtube.com/watch?v=VTGi9fmbhiY,"The industry growth rate is expected to be 20% plus. So therefore, there is no reason to believe that SOXX will not grow. I might be adding more positions."
akshat-shrivastava,JIOFIN,india,buy,up,med,2025-07-20,2025-07-21,1y,JIOFIN.NS,True,316.7561,-0.2283,-0.0429,-0.1853,-0.2283,False,True,,,1y,https://www.youtube.com/watch?v=VTGi9fmbhiY,I feel that Geo Finance could be one such company which can generate like a lot of growth. I also built a lot of positions post this. Geo Finance is a solid stock that you can buy.
akshat-shrivastava,PBFINTECH,india,buy,up,med,2025-07-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=VTGi9fmbhiY,The next stock is PB fintech. It has become profitable. There is no other company which is near PB fintech when it comes to selling insurance online. Profit margins are expanding.
akshat-shrivastava,BHARTIARTL,india,buy,up,low,2025-07-20,2025-07-21,1y,BHARTIARTL.NS,True,1909.2,0.0008,-0.0429,0.0438,0.0008,True,True,,,1y,https://www.youtube.com/watch?v=VTGi9fmbhiY,Bhartiel will grow. They will become more profitable. The telecom cost will not remain low in India. Gio and Bhartiel are going to raise the tariff almost every quarter and will keep on becoming more profitable — consistent compounder stocks.
akshat-shrivastava,BTC,us,buy,up,med,2025-07-20,2025-07-21,1y,BTC,False,51.73,-0.4618,0.1977,-0.6595,-0.4618,False,True,,,1y,https://www.youtube.com/watch?v=XYakKALUVH0,I am putting 5% of my capital on Bitcoin. Between 5 to 10% of my portfolio from time to time has been in Bitcoin. Very recently I had put roughly 40 lakhs on Bitcoin. That trade is working out well.
akshat-shrivastava,SILVER,us,buy,up,med,2025-07-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=XYakKALUVH0,Silver becomes a much better commodity bet right now compared to gold. Have I added this? Yes I've already added this into my portfolio.
akshat-shrivastava,PLTR,us,buy,up,med,2026-04-20,2026-04-20,1y,PLTR,True,145.89,-0.1194,0.0536,-0.1731,-0.1194,False,True,,,1y,https://www.youtube.com/watch?v=_FbeioKnhQU,"If you are buying defense stocks, which stocks should you buy? You should buy American companies. I'm doing it."
akshat-shrivastava,VST,us,buy,up,low,2026-04-20,2026-04-20,1y,VST,True,159.6,0.026,0.0536,-0.0276,0.026,False,True,,,1y,https://www.youtube.com/watch?v=_FbeioKnhQU,Energy is a good thing to play. I would also want to do it. Same applies to nuclear energy. Same applies to energy optimization. This is Vistra Corp — building the AI infrastructure and providing energy to AI infrastructure stack.
akshat-shrivastava,LENSKART,india,hold-avoid,down,high,2025-11-20,2025-11-20,6m,LENSKART.NS,False,416.7,0.1963,-0.0969,-0.2932,-0.1963,False,True,,,,https://www.youtube.com/watch?v=__G9-p4ImUU,Is this a bubble? 100% yes. Should you as an investor put money? Zero. Zero but okay. So nothing needs to be put. Why? Because it makes no sense.
akshat-shrivastava,NVDA,us,buy,up,high,2025-11-20,2025-11-20,6m,NVDA,True,180.4099,0.2153,0.1447,0.0706,0.2153,True,True,,,3y,https://www.youtube.com/watch?v=_zraNdztLIM,I do plan on pumping it up... I have bought it at a very good level. I'm sitting on a profit of 62 63%. I do believe that Nvidia will continue to dance around like this and it will go in this channel.
akshat-shrivastava,META,us,buy,up,high,2025-11-20,2025-11-20,6m,META,True,588.1664,0.0327,0.1447,-0.112,0.0327,False,True,,,,https://www.youtube.com/watch?v=_zraNdztLIM,Meta stock fell by 16 17%. I bought it a lot. People in my community bought it a lot. These foundational tech companies are not going to go to zero. The AI story is not even half mature as of now.
akshat-shrivastava,MSFT,us,buy,up,med,2026-03-20,2026-03-20,6m,MSFT,True,381.0447,-0.0043,0.1514,-0.1557,-0.0043,False,True,,,3y,https://www.youtube.com/watch?v=a8O7hupSrm0,"I'm still buying Microsoft stock here and it's not as if that I didn't buy it here. I bought it here also. I bought it here also... if you're investing your money on three four year basis, whatever bad stuff had to have happened has happened."
akshat-shrivastava,META,us,buy,up,med,2026-03-20,2026-03-20,6m,META,True,593.66,-0.0277,0.1514,-0.1791,-0.0277,False,True,,,,https://www.youtube.com/watch?v=a8O7hupSrm0,On meta my allocation was 9.2%... despite the market correcting so much happening right with US stocks and all that still I'm 5% up right on Meta. I am investing a ton of my own money into the stock markets right now.
akshat-shrivastava,NIFTYIT,india,buy,up,med,2026-03-20,,,,,,,,,,,False,no price data,,3y,https://www.youtube.com/watch?v=a8O7hupSrm0,"If you're investing your money on three four year basis, whatever bad stuff had to have happened on nifty it has happened. Can it correct by another 5 10%? Yes... but a large chunk of blood bath has already happened on it. So you need to buy things when available at a discount."
akshat-shrivastava,TCS,india,buy,up,low,2025-07-20,2025-07-21,6m,TCS.NS,True,3090.2866,0.0377,0.0241,0.0136,0.0377,True,True,,,3y,https://www.youtube.com/watch?v=aLJ1RL-9f7w,"TCS stock for the last four years nothing has moved. We are just buying it at very good valuation and hopefully it will come up. It's not a dying business. It's like a stagnating business, buying at very good valuation."
akshat-shrivastava,ASIANPAINT,india,buy,up,low,2025-07-20,2025-07-21,6m,ASIANPAINT.NS,True,2371.6985,0.1624,0.0241,0.1384,0.1624,True,True,,,3y,https://www.youtube.com/watch?v=aLJ1RL-9f7w,"Here is Asian Paints. It has actually broken that channel, it is much much down. If you believe that Asian Paints will come back up then how much money do you stand to make? This is 41% gain. Even if it takes like 2 years to come back it's okay."
akshat-shrivastava,BTC,us,buy,up,med,2025-07-20,2025-07-21,6m,BTC,False,51.73,-0.1827,0.1063,-0.289,-0.1827,False,True,,,,https://www.youtube.com/watch?v=aLJ1RL-9f7w,Almost 7% of my portfolio is BTC and I keep on fluctuating between 5 and 10%. For high-risk investors you can keep it 10% of BTC. BTC is an asymmetric risk it can give you very high returns.
akshat-shrivastava,MELI,us,buy,up,med,2025-07-20,2025-07-21,6m,MELI,False,2379.0601,-0.1278,0.1063,-0.2341,-0.1278,False,True,,,,https://www.youtube.com/watch?v=aLJ1RL-9f7w,"One is called as Mercado Libre and another is called as NU or new bank. Both of those companies are in my stock. Since the time I have bought it, they have gone up quite dramatically. I'm sitting on very good healthy profits."
akshat-shrivastava,NU,us,buy,up,med,2025-07-20,2025-07-21,6m,NU,False,12.89,0.2878,0.1063,0.1815,0.2878,True,True,,,,https://www.youtube.com/watch?v=aLJ1RL-9f7w,"One is called as Mercado Libre and another is called as NU or new bank. Both of those companies are in my stock. Since the time I have bought it, they have gone up quite dramatically. I'm sitting on very good healthy profits."
akshat-shrivastava,RKLB,us,buy,up,low,2025-07-20,2025-07-21,6m,RKLB,False,47.19,1.0407,0.1063,0.9344,1.0407,True,True,,,,https://www.youtube.com/watch?v=aLJ1RL-9f7w,"I'm now going to pick something like ESTS maybe right. RKLB, IOQ. These are quantum computing companies. One is a space company just space exploration. These are like one to 100 bits right — either they are going to go to zero or $1 will convert into $100."
akshat-shrivastava,IONQ,us,buy,up,low,2025-07-20,2025-07-21,6m,IONQ,False,44.43,0.1434,0.1063,0.037,0.1434,True,True,,,,https://www.youtube.com/watch?v=aLJ1RL-9f7w,"RKLB, IOQ. These are quantum computing companies. These are like one to 100 bits right — either they are going to go to zero or $1 will convert into $100. Just put a small portion which you can afford."
akshat-shrivastava,MAXHEALTH,india,buy,up,high,2025-07-20,2025-07-21,6m,MAXHEALTH.NS,True,1218.2,-0.1487,0.0241,-0.1728,-0.1487,False,True,,,,https://www.youtube.com/watch?v=aLJ1RL-9f7w,"I purchase like Max. On max, I'm sitting on 100% plus profits. And I have not sold anything. And I do not plan on selling it or trading that stock. Reason is that these are buy and forget type of stocks in India at least as of now. So buy as many hospitals as you possibly can."
akshat-shrivastava,INFOSYS,india,sell,down,med,2025-06-20,,,,,,,,,,,False,no price data,,3y,https://www.youtube.com/watch?v=awOTAwe334E,"I see zero value in owning Indian tech right now. TCS, Infosys — they have not really innovated. R&D cycle will typically be like 3 to 5 years. Whenever profitability comes down, the stock price typically does not grow."
akshat-shrivastava,MAXHEALTH,india,buy,up,high,2025-06-20,2025-06-20,6m,MAXHEALTH.NS,True,1212.401,-0.1127,0.034,-0.1467,-0.1127,False,True,,,,https://www.youtube.com/watch?v=awOTAwe334E,"Hospitals and insurance are a much better bet... In India, you purchase like max. On max, I'm sitting on 100%+ profits and I do not plan on selling. These are buy and forget type of stocks in India at least as of now. So buy as many hospitals as you possibly can."
akshat-shrivastava,MELI,us,buy,up,med,2025-06-20,2025-06-20,6m,MELI,False,2403.8101,-0.169,0.1518,-0.3208,-0.169,False,True,,,,https://www.youtube.com/watch?v=awOTAwe334E,"There are a couple of listed companies. One is called as Mercado Libre and another is called as NU or new bank. Both of those companies are in my stock. Since the time I have bought it, they have gone up quite dramatically. I'm sitting on very good healthy profits."
akshat-shrivastava,NU,us,buy,up,med,2025-06-20,2025-06-20,6m,NU,False,12.14,0.346,0.1518,0.1942,0.346,True,True,,,,https://www.youtube.com/watch?v=awOTAwe334E,"One is called as Mercado Libre and another is called as NU or new bank. Both in my stock. Since the time I bought it, they have gone up quite dramatically. Sitting on very good healthy profits."
akshat-shrivastava,GOOGL,us,buy,up,med,2025-06-20,2025-06-20,6m,GOOGL,True,166.2652,0.8461,0.1518,0.6943,0.8461,True,True,,,,https://www.youtube.com/watch?v=awOTAwe334E,"Companies like Google, Amazon, right, Meta, all these companies, Netflix, these will continue to do fairly well. It's very unlikely that Google is not going to benefit from the AI revolution."
akshat-shrivastava,AMZN,us,buy,up,med,2025-06-20,2025-06-20,6m,AMZN,True,209.69,0.0842,0.1518,-0.0676,0.0842,False,True,,,,https://www.youtube.com/watch?v=awOTAwe334E,"Companies like Google, Amazon, right, Meta, all these companies, Netflix, these will continue to do fairly well based on the current business model. It's very unlikely they won't benefit from the AI revolution."
akshat-shrivastava,GOLD,us,hold-avoid,down,med,2025-10-20,2025-10-20,1y,GOLD,False,28.0981,0.5037,0.1187,-0.3849,-0.5037,False,True,,,1y,https://www.youtube.com/watch?v=bAMBrS6Rx2k,"I'm not chasing gold. I'm not even putting 1 rupee into it right now. If I get to buy it 20%, 25% cheap, I'll think about it. There is no rush for me to go and buy it right now. I'm waiting for a 20% price correction on gold and only then I will enter."
akshat-shrivastava,NIFTY50,india,buy,up,low,2025-10-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=bAMBrS6Rx2k,"There are a lot of pockets of opportunities now emerging in the market — Indian large-caps which are somewhat at a discount according to me... as profit booking happens on gold, there is a clear rotation of money that could happen into these type of sectors."
akshat-shrivastava,NVDA,us,buy,up,high,2026-04-20,2026-04-20,6m,NVDA,True,201.8248,0.0439,0.0536,-0.0097,0.0439,False,True,,,3y,https://www.youtube.com/watch?v=_wEGQCyB588,"You need exposure to US tech. I'm very happy keeping 60-70% of my portfolio in US tech... whatever money you are putting now, at least keep it for 3 years in US tech. Tech AI companies are going to do exceptionally well."
akshat-shrivastava,NVDA,us,buy,up,med,2025-01-28,2025-01-28,6m,NVDA,True,128.7977,0.3609,0.0571,0.3037,0.3609,True,True,,,,https://www.youtube.com/watch?v=c-tSSNh3lSI,I'm betting on this side right where I believe that Nvidia will still be a leading player... you can buy semiconductor index... you can pick Broad tech players
akshat-shrivastava,QQQ,us,buy,up,med,2025-01-28,2025-01-28,6m,QQQ,False,518.5231,0.0899,0.0571,0.0328,0.0899,True,True,,,,https://www.youtube.com/watch?v=c-tSSNh3lSI,something like NASDAQ might work better so this is the third asset that I would say if you want to broadly do it then you can buy semiconductor index that's the fourth asset
akshat-shrivastava,NIFTY50,india,buy,up,high,2025-01-28,,,,,,,,,,,False,no price data,,,https://www.youtube.com/watch?v=c-tSSNh3lSI,Indian markets to me look undervalued right uh there is a turnaround that is going on with RBI action that might very well happen and Banks would be the number one beneficiary
akshat-shrivastava,NIFTY50,india,buy,up,high,2025-06-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=ddXCLYdPQlM,"I'm 100% invested in the Indian market. Whatever money I had to invest, I'm done. I'm fully invested in the Indian market. I'm expecting a bull run."
akshat-shrivastava,QQQ,us,buy,up,med,2025-06-20,2025-06-20,1y,QQQ,False,524.2922,0.4126,0.2672,0.1454,0.4126,True,True,,,1y,https://www.youtube.com/watch?v=ddXCLYdPQlM,I'm betting on a bull run even here. I don't anticipate the entire correction on NASDAQ to go above 30%.
akshat-shrivastava,GOOGL,us,buy,up,med,2025-06-20,2025-06-20,6m,GOOGL,True,166.2652,0.8461,0.1518,0.6943,0.8461,True,True,,,,https://www.youtube.com/watch?v=ddXCLYdPQlM,"I have purchased a lot of stocks in the US in this zone... you are still using Google a lot, right? And you're getting to buy the company at a significant discount."
akshat-shrivastava,HDFCBANK,india,buy,up,med,2025-06-20,2025-06-20,3m,HDFCBANK.NS,True,969.2487,-0.0024,0.0085,-0.011,-0.0024,False,True,,,3m,https://www.youtube.com/watch?v=ddXCLYdPQlM,"even now it is at a good buying level. If you're buying something for 2 to 3 years, according to me, private banks are really good."
akshat-shrivastava,ASIANPAINT,india,buy,up,med,2025-06-20,2025-06-20,1y,ASIANPAINT.NS,True,2282.1382,0.1975,-0.0438,0.2413,0.1975,True,True,,,1y,https://www.youtube.com/watch?v=ddXCLYdPQlM,"oil prices from its peak have corrected by 50%. So what should ideally happen on stocks like Asian Paints? Ideally, it should come back up."
akshat-shrivastava,MOTILALOFS,india,buy,up,med,2025-06-20,2025-06-20,6m,MOTILALOFS.NS,False,818.9399,0.0423,0.034,0.0083,0.0423,True,True,,,,https://www.youtube.com/watch?v=ddXCLYdPQlM,stock PE is only 11... 40% correction has already happened on this stock... if you look at last 5 years compounded profit growth it's 53%... these are the type of stocks that I'm bullish on
akshat-shrivastava,IWM,us,buy,up,med,2025-06-20,2025-06-20,1y,IWM,False,207.0594,0.4276,0.2672,0.1604,0.4276,True,True,,,1y,https://www.youtube.com/watch?v=ddXCLYdPQlM,one segment that I am bullish on right now on the US segment is their small cap index... buying broader index when the interest rates are going down and manufacturing is happening... it kind of makes sense to invest some money here.
akshat-shrivastava,BTC,us,buy,up,high,2025-06-20,2025-06-20,6m,BTC,False,45.74,-0.148,0.1518,-0.2998,-0.148,False,True,,,,https://www.youtube.com/watch?v=ddXCLYdPQlM,My last bet will be Bitcoin. I'm already aggressively buying it. I do believe that Bitcoin is a great neutral currency to which a lot of countries will move eventually.
akshat-shrivastava,META,us,buy,up,med,2025-06-20,2025-06-20,6m,META,True,680.7512,-0.0331,0.1518,-0.1849,-0.0331,False,True,,,,https://www.youtube.com/watch?v=ddXCLYdPQlM,"I'm getting like companies like Meta, right, which are at great value. I bought a lot of Netflix, okay? Great value, right? At right time."
akshat-shrivastava,NFLX,us,buy,up,med,2025-06-20,2025-06-20,6m,NFLX,True,123.141,-0.2335,0.1518,-0.3853,-0.2335,False,True,,,,https://www.youtube.com/watch?v=ddXCLYdPQlM,"I bought a lot of Netflix, okay? Great value, right? At right time. I would assume that I bought it."
akshat-shrivastava,MELI,us,buy,up,high,2025-09-20,2025-09-22,6m,MELI,False,2460.6599,-0.3352,-0.0219,-0.3134,-0.3352,False,True,,,,https://www.youtube.com/watch?v=dqLDXaNfgms,one stock that I'm studying in detail and I will add more positions most likely is called as mead libre... this stock I'm going to double down right it's already there on my portfolio. I'll add more
akshat-shrivastava,NVDA,us,buy,up,high,2025-09-20,2025-09-22,6m,NVDA,True,183.3761,-0.0593,-0.0219,-0.0375,-0.0593,False,True,,,,https://www.youtube.com/watch?v=dqLDXaNfgms,Nvidia is a very high quality asset for me. I'm not going to sell it completely. AMD is a high quality asset for me. I'm not going to sell it.
akshat-shrivastava,AMD,us,buy,up,high,2025-09-20,2025-09-22,6m,AMD,True,159.79,0.26,-0.0219,0.2818,0.26,True,True,,,,https://www.youtube.com/watch?v=dqLDXaNfgms,AMD is a high quality asset for me. I'm not going to sell it but I will do some bit of profit booking because the valuations are stretched.
akshat-shrivastava,NIFTYIT,india,buy,up,low,2025-09-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=dqLDXaNfgms,Indian IT stocks I've been saying that hey it's at a value level. Now you can see if it fits with your portfolio you can dedicate a certain percentage... have like a three-year time span.
akshat-shrivastava,MSFT,us,buy,up,med,2026-02-20,2026-02-20,1y,MSFT,True,396.3715,-0.0428,0.0861,-0.1289,-0.0428,False,True,,,1y,https://www.youtube.com/watch?v=eFdEENu1MlI,"should you buy more US stocks yes... top stocks like Microsoft, Amazon, Meta maybe except for Google all are trading at at least a 15 10 15% discount."
akshat-shrivastava,AMZN,us,buy,up,med,2026-02-20,2026-02-20,1y,AMZN,True,210.11,0.1632,0.0861,0.0771,0.1632,True,True,,,1y,https://www.youtube.com/watch?v=eFdEENu1MlI,"should you buy more US stocks yes... top stocks like Microsoft, Amazon, Meta maybe except for Google all are trading at at least a 15 10 15% discount."
akshat-shrivastava,META,us,buy,up,med,2026-02-20,2026-02-20,1y,META,True,655.0991,-0.1189,0.0861,-0.205,-0.1189,False,True,,,1y,https://www.youtube.com/watch?v=eFdEENu1MlI,"should you buy more US stocks yes... top stocks like Microsoft, Amazon, Meta maybe except for Google all are trading at at least a 15 10 15% discount."
akshat-shrivastava,NIFTYSMALLCAP,india,hold-avoid,neutral,med,2026-02-20,,,,,,,,,,,False,no price data,,,https://www.youtube.com/watch?v=eFdEENu1MlI,Should you buy more midcap and small caps? No. Because there is more structural risk on the Indian market. If you want to speculate in some growth option go to American small cap midcaps much much better.
akshat-shrivastava,PLTR,us,buy,up,med,2026-05-20,2026-05-20,6m,PLTR,True,137.15,-0.0633,0.0074,-0.0707,-0.0633,False,True,,,,https://www.youtube.com/watch?v=f5ogA8Zr_NI,Palantir is a stock where I have also almost 10x my money... I'm looking to re-enter that stock... I plan on adding more. Maybe I'll start adding little by little now.
